DATE,LOCATION,PRECIPITATION,RADIATION,WIND_DIRECTION,WIND_SPEED,TEMPERATURE
1/12/2023 4:00,Osaka,0,0,NNE,0.7,2.6
1/12/2023 4:00,Tokyo,0,0,NE,1.6,2.4
1/12/2023 5:00,Osaka,0,0,NNW,1.4,2.8
1/12/2023 5:00,Tokyo,0,0,NNW,0.5,2.1
1/12/2023 6:00,Osaka,0,0,N,1.5,2.7
1/12/2023 6:00,Tokyo,0,0,NW,1.3,1.7
1/12/2023 7:00,Osaka,0,0,N,0.9,2.4
1/12/2023 7:00,Tokyo,0,0,NNW,1.3,1.6
1/12/2023 8:00,Osaka,0,0.14,NNE,2,2.7
1/12/2023 8:00,Tokyo,0,0.2,NNW,1.5,2.6
1/12/2023 9:00,Osaka,0,0.69,N,1.8,4.5
1/12/2023 9:00,Tokyo,0,0.91,NW,1.5,5
1/13/2023 0:00,Osaka,0,0,N,1.3,8.2
1/13/2023 0:00,Tokyo,0,0,NW,1.8,5.3
1/13/2023 10:00,Osaka,0,1.19,N,1.9,10.7
1/13/2023 10:00,Tokyo,0,1.37,NW,1,9.6
1/13/2023 11:00,Osaka,0,1.24,NNE,2.7,11.7
1/13/2023 11:00,Tokyo,0,1.76,WNW,1.3,11
1/13/2023 12:00,Osaka,0,1.1,N,1.6,12.5
1/13/2023 12:00,Tokyo,0,1.88,NNW,0.8,12.2
1/13/2023 13:00,Osaka,0,0.78,NNE,1.7,13.1
1/13/2023 13:00,Tokyo,0,1.67,S,1.6,13.6
1/13/2023 14:00,Osaka,0,0.43,NW,1.2,13.6
1/13/2023 14:00,Tokyo,0,0.88,SSE,4,12.6
1/13/2023 15:00,Osaka,0,0.48,NE,1.2,14.2
1/13/2023 15:00,Tokyo,0,0.77,SSE,3.1,12.1
1/13/2023 16:00,Osaka,0,0.13,N,0.4,14.8
1/13/2023 16:00,Tokyo,0,0.34,SSE,1.7,11.6
1/13/2023 17:00,Osaka,0,0.05,WNW,0.5,15.2
1/13/2023 17:00,Tokyo,0,0.05,SSE,1.6,10.3
1/13/2023 18:00,Osaka,1,0,E,0.8,14.7
1/13/2023 18:00,Tokyo,0,0,NNE,0.9,10.2
1/13/2023 19:00,Osaka,1,0,NNE,1.7,12.6
1/13/2023 19:00,Tokyo,0,0,NW,1.4,10.4
1/13/2023 1:00,Osaka,0,0,NNW,1.3,8.2
1/13/2023 1:00,Tokyo,0,0,N,1.1,5
1/13/2023 20:00,Osaka,3,0,NE,1,12.9
1/13/2023 20:00,Tokyo,0,0,WNW,2.5,10.8
1/13/2023 21:00,Osaka,1.5,0,N,1.3,11.5
1/13/2023 21:00,Tokyo,0,0,WNW,2.3,9.3
1/13/2023 22:00,Osaka,4.5,0,N,2,11.1
1/13/2023 22:00,Tokyo,0,0,NW,0.4,9.1
1/13/2023 23:00,Osaka,0.5,0,N,1.9,11.1
1/13/2023 23:00,Tokyo,0,0,SSE,3.4,10.3
1/13/2023 2:00,Osaka,0,0,N,1.4,7.6
1/13/2023 2:00,Tokyo,0,0,NNW,1.6,5
1/13/2023 3:00,Osaka,0,0,NNW,1.2,7
1/13/2023 3:00,Tokyo,0,0,N,1.1,4.6
1/13/2023 4:00,Osaka,0,0,N,1,7.1
1/13/2023 4:00,Tokyo,0,0,NW,2.1,3.7
1/13/2023 5:00,Osaka,0,0,N,1.2,6.2
1/13/2023 5:00,Tokyo,0,0,NW,1.9,4.1
1/13/2023 6:00,Osaka,0,0,N,2.1,6.1
1/13/2023 6:00,Tokyo,0,0,NNW,0.9,3.3
1/13/2023 7:00,Osaka,0,0,N,1.4,6.3
1/13/2023 7:00,Tokyo,0,0,NW,2.3,3.7
1/13/2023 8:00,Osaka,0,0.17,N,2,7.2
1/13/2023 8:00,Tokyo,0,0.23,NW,2.6,4.9
1/13/2023 9:00,Osaka,0,0.6,NNE,2.1,8.5
1/13/2023 9:00,Tokyo,0,0.85,N,2.2,6.9
1/14/2023 0:00,Osaka,2,0,N,1.6,10.9
1/14/2023 0:00,Tokyo,0,0,SSW,4.6,13.8
1/14/2023 10:00,Osaka,1,0.16,NE,0.4,11.6
1/14/2023 10:00,Tokyo,0,0.31,NW,2.1,9.3
1/14/2023 11:00,Osaka,1,0.31,E,0.5,12.2
1/14/2023 11:00,Tokyo,0,0.27,NW,3.2,9.1
1/14/2023 12:00,Osaka,0,0.42,N,2,12.5
1/14/2023 12:00,Tokyo,0,0.2,NNW,0.6,8.7
1/14/2023 13:00,Osaka,0,0.42,N,2.2,12.7
1/14/2023 13:00,Tokyo,1,0.21,NW,1.5,8.6
1/14/2023 14:00,Osaka,0.5,0.57,NE,1.2,13.7
1/14/2023 14:00,Tokyo,0,0.23,N,1.1,9.2
1/14/2023 15:00,Osaka,0,0.54,N,2,13.8
1/14/2023 15:00,Tokyo,0.5,0.24,ENE,0.7,9.2
1/14/2023 16:00,Osaka,0,0.15,NW,0.4,14
1/14/2023 16:00,Tokyo,0,0.12,N,0.8,9.2
1/14/2023 17:00,Osaka,0,0.04,NNE,1.4,13.9
1/14/2023 17:00,Tokyo,0,0.03,WSW,0.5,8.9
1/14/2023 18:00,Osaka,0,0,N,1.4,13.5
1/14/2023 18:00,Tokyo,0,0,N,1.6,9.2
1/14/2023 19:00,Osaka,0,0,NNE,2.2,13.7
1/14/2023 19:00,Tokyo,0,0,NNE,1.1,8.7
1/14/2023 1:00,Osaka,2.5,0,NNE,2.1,10.9
1/14/2023 1:00,Tokyo,0,0,SSW,5.6,13.3
1/14/2023 20:00,Osaka,0,0,NNE,1.9,13.7
1/14/2023 20:00,Tokyo,0,0,NNW,1.6,9.6
1/14/2023 21:00,Osaka,0,0,NE,1,13.8
1/14/2023 21:00,Tokyo,0,0,NNW,1.2,8.7
1/14/2023 22:00,Osaka,0,0,NNE,3.2,13.5
1/14/2023 22:00,Tokyo,0,0,NW,2.2,9.7
1/14/2023 23:00,Osaka,0,0,NNE,3.1,13.4
1/14/2023 23:00,Tokyo,0,0,NE,1.5,8.5
1/14/2023 2:00,Osaka,3,0,NNE,2.3,10.8
1/14/2023 2:00,Tokyo,0,0,SW,5.2,13.8
1/14/2023 3:00,Osaka,3,0,N,2.7,10.8
1/14/2023 3:00,Tokyo,0,0,SW,4.3,13.2
1/14/2023 4:00,Osaka,2.5,0,N,3.4,10.5
1/14/2023 4:00,Tokyo,0,0,N,2.7,9.5
1/14/2023 5:00,Osaka,3,0,N,3.1,10.5
1/14/2023 5:00,Tokyo,0,0,WSW,2.3,8.8
1/14/2023 6:00,Osaka,1,0,N,2.5,10.7
1/14/2023 6:00,Tokyo,0,0,NNW,1.7,8.2
1/14/2023 7:00,Osaka,1.5,0,N,2.4,10.9
1/14/2023 7:00,Tokyo,0,0,NNW,1.3,7.5
1/14/2023 8:00,Osaka,1.5,0.02,N,2,11.1
1/14/2023 8:00,Tokyo,0,0.11,NNE,2.1,8.4
1/14/2023 9:00,Osaka,3.5,0.07,N,1.8,11.4
1/14/2023 9:00,Tokyo,0,0.16,NNW,1.6,8.6
1/15/2023 0:00,Osaka,0,0,N,2.1,13
1/15/2023 0:00,Tokyo,0,0,NNE,1.7,9.7
1/15/2023 10:00,Osaka,0,0.65,N,2,12.2
1/15/2023 10:00,Tokyo,0,0.31,NE,2.7,11.5
1/15/2023 11:00,Osaka,0,0.58,NE,1.6,12.5
1/15/2023 11:00,Tokyo,0,0.32,ENE,3.3,11.5
1/15/2023 12:00,Osaka,0,0.96,E,1.2,12.6
1/15/2023 12:00,Tokyo,0,0.36,E,3,11.6
1/15/2023 13:00,Osaka,0,0.78,NNE,2.9,13.4
1/15/2023 13:00,Tokyo,0,0.38,ENE,2.7,11.7
1/15/2023 14:00,Osaka,0,0.47,N,1.5,13
1/15/2023 14:00,Tokyo,0,0.4,E,2.7,11.7
1/15/2023 15:00,Osaka,0,0.42,SE,1.1,13.4
1/15/2023 15:00,Tokyo,0,0.15,ENE,2.2,11.1
1/15/2023 16:00,Osaka,0,0.21,ESE,1.4,13.2
1/15/2023 16:00,Tokyo,0,0.05,ENE,2.3,10.3
1/15/2023 17:00,Osaka,0,0.07,NE,1.9,12.7
1/15/2023 17:00,Tokyo,0,0.01,N,1.4,10.1
1/15/2023 18:00,Osaka,0,0,NE,1.7,12.4
1/15/2023 18:00,Tokyo,0,0,NNW,1.5,8.8
1/15/2023 19:00,Osaka,0,0,NNE,2.2,12
1/15/2023 19:00,Tokyo,0.5,0,NNE,1.3,8.3
1/15/2023 1:00,Osaka,0,0,N,1.6,12.4
1/15/2023 1:00,Tokyo,0,0,NE,1.7,10
1/15/2023 20:00,Osaka,0,0,N,3.3,11.5
1/15/2023 20:00,Tokyo,0.5,0,NNW,1.5,8.1
1/15/2023 21:00,Osaka,0,0,N,2.5,10.7
1/15/2023 21:00,Tokyo,0,0,NNW,1.7,8
1/15/2023 22:00,Osaka,0,0,N,2.8,10.3
1/15/2023 22:00,Tokyo,0.5,0,NW,1.6,8.1
1/15/2023 23:00,Osaka,0,0,NNE,1.2,9.7
1/15/2023 23:00,Tokyo,1,0,NW,1.9,8
1/15/2023 2:00,Osaka,0,0,N,1.2,12.5
1/15/2023 2:00,Tokyo,0,0,N,1.3,11.2
1/15/2023 3:00,Osaka,0,0,NNE,0.7,12.2
1/15/2023 3:00,Tokyo,0,0,NNE,1.2,10.7
1/15/2023 4:00,Osaka,0,0,N,3,12
1/15/2023 4:00,Tokyo,0,0,NNE,1.4,11.3
1/15/2023 5:00,Osaka,0,0,N,2,11.5
1/15/2023 5:00,Tokyo,0,0,NE,1.8,11.6
1/15/2023 6:00,Osaka,0,0,N,2.6,11.7
1/15/2023 6:00,Tokyo,0,0,ENE,2.1,11.3
1/15/2023 7:00,Osaka,0,0,N,2.2,11.5
1/15/2023 7:00,Tokyo,0,0,ENE,1.3,11.2
1/15/2023 8:00,Osaka,0,0.03,N,2.8,11.5
1/15/2023 8:00,Tokyo,0,0.08,ENE,3.3,11.5
1/15/2023 9:00,Osaka,0,0.19,N,1.3,11.9
1/15/2023 9:00,Tokyo,0,0.16,ENE,2.3,11.5
1/16/2023 0:00,Osaka,0,0,NNE,1.1,10
1/16/2023 0:00,Tokyo,0.5,0,NNW,2.9,7.7
1/16/2023 10:00,Osaka,0,0.11,NNW,3.3,10.5
1/16/2023 10:00,Tokyo,0.5,0.08,NNE,2.3,7.2
1/16/2023 11:00,Osaka,0,0.28,NNW,4.7,10.3
1/16/2023 11:00,Tokyo,0.5,0.17,NNE,1.6,7.1
1/16/2023 12:00,Osaka,0,0.66,NW,3,11
1/16/2023 12:00,Tokyo,1.5,0.11,N,2.2,7
1/16/2023 13:00,Osaka,0,0.95,N,4.6,11
1/16/2023 13:00,Tokyo,2,0.19,NNE,1.8,6.7
1/16/2023 14:00,Osaka,0,0.97,N,5.5,11.2
1/16/2023 14:00,Tokyo,1.5,0.16,N,1.5,6.6
1/16/2023 15:00,Osaka,0,0.85,N,5.5,10.5
1/16/2023 15:00,Tokyo,0.5,0.14,NNE,2.9,6.5
1/16/2023 16:00,Osaka,0,0.61,N,4.9,9.2
1/16/2023 16:00,Tokyo,0,0.15,NE,3.5,6.1
1/16/2023 17:00,Osaka,0,0.15,N,5.8,7.9
1/16/2023 17:00,Tokyo,0,0.02,ENE,3.2,5.7
1/16/2023 18:00,Osaka,0,0.01,N,6.8,7.5
1/16/2023 18:00,Tokyo,0,0,NE,1.6,5.5
1/16/2023 19:00,Osaka,0,0,N,6.3,6.5
1/16/2023 19:00,Tokyo,0,0,N,1.9,5.2
1/16/2023 1:00,Osaka,0,0,NNE,0.5,9.9
1/16/2023 1:00,Tokyo,1,0,NNW,1.7,7.4
1/16/2023 20:00,Osaka,0,0,N,5.1,6.2
1/16/2023 20:00,Tokyo,0,0,NNW,2.3,5.4
1/16/2023 21:00,Osaka,0,0,NNE,3.2,5.7
1/16/2023 21:00,Tokyo,0,0,N,2.1,5.5
1/16/2023 22:00,Osaka,0,0,NNE,3.5,5.6
1/16/2023 22:00,Tokyo,0,0,N,1.8,5.3
1/16/2023 23:00,Osaka,0,0,NNE,1.6,5.3
1/16/2023 23:00,Tokyo,0,0,N,1.9,4.6
1/16/2023 2:00,Osaka,0,0,N,1.3,9.5
1/16/2023 2:00,Tokyo,0.5,0,NNE,2.3,7.2
1/16/2023 3:00,Osaka,0,0,NE,0.9,9.3
1/16/2023 3:00,Tokyo,0,0,N,2.7,7.1
1/16/2023 4:00,Osaka,0,0,SW,0.4,9.1
1/16/2023 4:00,Tokyo,0,0,N,1.4,7
1/16/2023 5:00,Osaka,0,0,SE,0.5,9.5
1/16/2023 5:00,Tokyo,0,0,NNE,2,6.7
1/16/2023 6:00,Osaka,0,0,S,2.4,10.5
1/16/2023 6:00,Tokyo,0,0,NNE,2.3,6.7
1/16/2023 7:00,Osaka,0,0,NW,0.6,10.7
1/16/2023 7:00,Tokyo,0,0,NNE,2.1,6.8
1/16/2023 8:00,Osaka,0,0.04,SW,2,11.2
1/16/2023 8:00,Tokyo,0,0.01,NNE,2.3,6.9
1/16/2023 9:00,Osaka,0,0.06,WSW,2.4,11.4
1/16/2023 9:00,Tokyo,0,0.04,NNE,2,7
1/17/2023 0:00,Osaka,0,0,NE,1.2,5.1
1/17/2023 0:00,Tokyo,0,0,NNW,3.1,4.9
1/17/2023 10:00,Osaka,0,1.08,NNE,1.7,6.4
1/17/2023 10:00,Tokyo,0,0.58,NW,2.5,4.8
1/17/2023 11:00,Osaka,0,2.04,NE,2.6,7.2
1/17/2023 11:00,Tokyo,0,0.58,NW,1.1,5.2
1/17/2023 12:00,Osaka,0,2,NNE,4,7.8
1/17/2023 12:00,Tokyo,0,0.65,NNW,1.5,5.5
1/17/2023 13:00,Osaka,0,2.2,NNE,3.3,8
1/17/2023 13:00,Tokyo,0,0.8,N,1.1,6.6
1/17/2023 14:00,Osaka,0,1.92,NE,2.1,8.4
1/17/2023 14:00,Tokyo,0,0.75,NNE,1.6,6.7
1/17/2023 15:00,Osaka,0,1.52,NE,1.8,8.8
1/17/2023 15:00,Tokyo,0,0.97,ENE,2.8,6.7
1/17/2023 16:00,Osaka,0,0.46,ENE,0.6,8.3
1/17/2023 16:00,Tokyo,0,0.67,NE,1.9,5.8
1/17/2023 17:00,Osaka,0,0.34,NE,1.6,8.2
1/17/2023 17:00,Tokyo,0,0.13,E,2.5,5.4
1/17/2023 18:00,Osaka,0,0,NNE,2.5,8
1/17/2023 18:00,Tokyo,0,0,NNE,1.1,5.8
1/17/2023 19:00,Osaka,0,0,E,1.4,7.7
1/17/2023 19:00,Tokyo,0,0,NE,1.2,5.4
1/17/2023 1:00,Osaka,0,0,NNE,1.5,4.7
1/17/2023 1:00,Tokyo,0,0,N,4.1,5
1/17/2023 20:00,Osaka,0,0,N,2.6,7.7
1/17/2023 20:00,Tokyo,0.5,0,ENE,0.8,4.4
1/17/2023 21:00,Osaka,0,0,NNE,1.8,7.6
1/17/2023 21:00,Tokyo,0.5,0,NE,1.5,4.4
1/17/2023 22:00,Osaka,0,0,NNE,1.5,7.4
1/17/2023 22:00,Tokyo,0,0,NE,1.3,4.2
1/17/2023 23:00,Osaka,0,0,N,1.7,7.2
1/17/2023 23:00,Tokyo,0.5,0,NE,1.6,4.3
1/17/2023 2:00,Osaka,0,0,N,1.9,4.5
1/17/2023 2:00,Tokyo,0,0,NNW,3.4,4.6
1/17/2023 3:00,Osaka,0,0,N,2.2,4.4
1/17/2023 3:00,Tokyo,0,0,NW,3.5,3.9
1/17/2023 4:00,Osaka,0,0,N,2,4.1
1/17/2023 4:00,Tokyo,0,0,NNW,2.2,3.7
1/17/2023 5:00,Osaka,0,0,N,2,4.9
1/17/2023 5:00,Tokyo,0,0,N,1.5,3.3
1/17/2023 6:00,Osaka,0,0,NNW,2.1,4.7
1/17/2023 6:00,Tokyo,0,0,NNE,2.5,2.9
1/17/2023 7:00,Osaka,0,0,WNW,0.9,4.8
1/17/2023 7:00,Tokyo,0,0,N,2.5,3
1/17/2023 8:00,Osaka,0,0.13,S,0.9,5
1/17/2023 8:00,Tokyo,0,0.11,NW,2.3,3.6
1/17/2023 9:00,Osaka,0,0.51,SSE,1.1,5.8
